NomeCat,CodProd,NomeProd,IDProduto,Usuario,Data,Obs e campos antes das alterações
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",30/08/2013 13:57:00,"Obs=Pedido 59536 cancelado
Estoque=75
DataProdAlteracao=30/08/2013 10:54:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",06/09/2013 11:33:00,"Obs=Pedido 59235 cancelado
Estoque=74
DataProdAlteracao=30/08/2013 13:57:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",19/09/2013 12:09:00,"Obs=Pedido 60384 cancelado
Estoque=65
DataProdAlteracao=06/09/2013 11:33:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",19/09/2013 12:11:00,"Obs=Pedido 60665 cancelado
Estoque=66
DataProdAlteracao=19/09/2013 12:09:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",19/09/2013 12:14:00,"Obs=Pedido 60561 cancelado
Estoque=67
DataProdAlteracao=19/09/2013 12:11:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",30/09/2013 14:55:00,"Obs=Pedido 62564 cancelado
Estoque=50
DataProdAlteracao=19/09/2013 12:14:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",04/10/2013 09:53:00,"Obs=Pedido 61923 cancelado
Estoque=47
DataProdAlteracao=30/09/2013 14:55:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",04/10/2013 10:02:00,"Obs=Pedido 62296 cancelado
Estoque=49
DataProdAlteracao=04/10/2013 09:53:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",04/10/2013 10:02:00,"Obs=Pedido 62225 cancelado
Estoque=50
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",11/10/2013 09:49:00,"Obs=Pedido 62474 cancelado
Estoque=45
DataProdAlteracao=04/10/2013 10:02:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",11/10/2013 09:58:00,"Obs=Pedido 62472 cancelado
Estoque=47
DataProdAlteracao=11/10/2013 09:49:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",11/10/2013 10:04:00,"Obs=Pedido 62845 cancelado
Estoque=49
DataProdAlteracao=11/10/2013 09:58:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",11/10/2013 10:04:00,"Obs=Pedido 62942 cancelado
Estoque=50
DataProdAlteracao=11/10/2013 10:04:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",18/10/2013 13:55:00,"Obs=Pedido 63941 cancelado
Estoque=47
DataProdAlteracao=11/10/2013 10:04:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",25/10/2013 07:53:00,"Obs=Pedido 63596 cancelado
Estoque=45
DataProdAlteracao=18/10/2013 13:55:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",25/10/2013 08:14:00,"Obs=Pedido 64012 cancelado
Estoque=46
DataProdAlteracao=25/10/2013 07:53:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",01/11/2013 09:49:00,"Obs=Pedido 64413 cancelado
Estoque=46
DataProdAlteracao=30/10/2013 16:12:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"alexia",04/11/2013 10:43:00,"Obs=
OrdemProd=0
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",08/11/2013 09:46:00,"Obs=Pedido 64947 cancelado
Estoque=37
DataProdAlteracao=04/11/2013 10:43:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"adriana",08/11/2013 09:48:00,"Obs=Pedido 65220 cancelado
Estoque=38
DataProdAlteracao=08/11/2013 09:46:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",14/11/2013 11:02:00,"Obs=Pedido 65669 cancelado
Estoque=37
DataProdAlteracao=08/11/2013 09:48:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",14/11/2013 11:02:00,"Obs=Pedido 65654 cancelado
Estoque=40
DataProdAlteracao=14/11/2013 11:02:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",14/11/2013 11:05:00,"Obs=Pedido 65401 cancelado
Estoque=41
DataProdAlteracao=14/11/2013 11:02:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",22/11/2013 10:02:00,"Obs=Pedido 66264 cancelado
Estoque=38
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",22/11/2013 10:04:00,"Obs=Pedido 66519 cancelado
Estoque=39
DataProdAlteracao=22/11/2013 10:02:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",22/11/2013 10:04:00,"Obs=Pedido 66483 cancelado
Estoque=40
DataProdAlteracao=22/11/2013 10:04:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",22/11/2013 10:08:00,"Obs=Pedido 66346 cancelado
Estoque=41
DataProdAlteracao=22/11/2013 10:04:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",29/11/2013 10:48:00,"Obs=Pedido 67053 cancelado
Estoque=34
DataProdAlteracao=22/11/2013 10:08:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",06/12/2013 09:26:00,"Obs=Pedido 67274 cancelado
Estoque=30
DataProdAlteracao=29/11/2013 10:48:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",06/12/2013 09:32:00,"Obs=Pedido 67277 cancelado
Estoque=31
DataProdAlteracao=06/12/2013 09:26:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",06/12/2013 09:33:00,"Obs=Pedido 67453 cancelado
Estoque=32
DataProdAlteracao=06/12/2013 09:32:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",06/12/2013 09:36:00,"Obs=Pedido 67624 cancelado
Estoque=34
DataProdAlteracao=06/12/2013 09:33:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",13/12/2013 10:44:00,"Obs=Pedido 68189 cancelado
Estoque=29
DataProdAlteracao=06/12/2013 09:36:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",13/12/2013 10:45:00,"Obs=Pedido 68245 cancelado
Estoque=30
DataProdAlteracao=13/12/2013 10:44:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",20/12/2013 09:18:00,"Obs=Pedido 68683 cancelado
Estoque=30
DataProdAlteracao=13/12/2013 10:45:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",20/12/2013 09:25:00,"Obs=Pedido 68679 cancelado
Estoque=31
DataProdAlteracao=20/12/2013 09:18:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"elisa",27/12/2013 13:56:00,"Obs=Pedido 69233 cancelado
Estoque=30
DataProdAlteracao=20/12/2013 09:25:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",03/01/2014 09:30:00,"Obs=Pedido 69428 cancelado
Estoque=26
DataProdAlteracao=27/12/2013 13:56:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",03/01/2014 09:31:00,"Obs=Pedido 69476 cancelado
Estoque=27
DataProdAlteracao=03/01/2014 09:30:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",10/01/2014 10:42:00,"Obs=Pedido 69534 cancelado
Estoque=24
DataProdAlteracao=03/01/2014 09:31:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",10/01/2014 10:43:00,"Obs=Pedido 69661 cancelado
Estoque=25
DataProdAlteracao=10/01/2014 10:42:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"camila",10/01/2014 13:03:00,"Obs=Pedido 70087 cancelado
Estoque=25
DataProdAlteracao=10/01/2014 10:43:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",17/01/2014 12:36:00,"Obs=Pedido 69932 cancelado
Estoque=19
DataProdAlteracao=10/01/2014 13:03:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",17/01/2014 12:38:00,"Obs=Pedido 70078 cancelado
Estoque=20
DataProdAlteracao=17/01/2014 12:36:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",17/01/2014 12:42:00,"Obs=Pedido 70110 cancelado
Estoque=21
DataProdAlteracao=17/01/2014 12:38:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",24/01/2014 09:00:00,"Obs=Pedido 70445 cancelado
Estoque=19
DataProdAlteracao=17/01/2014 12:42:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",24/01/2014 09:11:00,"Obs=Pedido 70458 cancelado
Estoque=20
DataProdAlteracao=24/01/2014 09:00:00
"
"Anéis Biju Fina","2270004051578","Anel Biju Fina",3976338,"ines",31/01/2014 09:39:00,"Obs=Pedido 70762 cancelado
Estoque=21
DataProdAlteracao=24/01/2014 09:11:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"juliana",19/06/2013 15:12:00,"Obs=F: City Bij.
Q: 43
Marlise contou, colocou código e Juliana cadastrou.
Foto: Renata
Novo"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",28/06/2013 12:38:00,"Obs=Pedido 53782 cancelado
Estoque=40
DataProdAlteracao=19/06/2013 15:12:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",28/06/2013 12:42:00,"Obs=Pedido 53841 cancelado
Estoque=41
DataProdAlteracao=28/06/2013 12:38:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",05/07/2013 13:51:00,"Obs=Pedido 54026 cancelado
Estoque=40
DataProdAlteracao=28/06/2013 12:42:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",06/07/2013 07:48:00,"Obs=Pedido 54531 cancelado
Estoque=41
DataProdAlteracao=05/07/2013 13:51:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",19/07/2013 09:44:00,"Obs=Pedido 55527 cancelado
Estoque=39
DataProdAlteracao=06/07/2013 07:48:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",02/08/2013 09:52:00,"Obs=Pedido 56865 cancelado
Estoque=38
DataProdAlteracao=19/07/2013 09:44:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",15/08/2013 17:11:00,"Obs=Pedido 58243 cancelado
Estoque=34
DataProdAlteracao=02/08/2013 09:52:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",15/08/2013 17:11:00,"Obs=Pedido 57894 cancelado
Estoque=35
DataProdAlteracao=15/08/2013 17:11:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",20/08/2013 17:05:00,"Obs=Pedido 58817 cancelado
Estoque=31
DataProdAlteracao=15/08/2013 17:11:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",20/08/2013 17:19:00,"Obs=Pedido 58823 cancelado
Estoque=31
DataProdAlteracao=20/08/2013 17:05:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",21/08/2013 09:50:00,"Obs=Pedido 58824 cancelado
Estoque=28
DataProdAlteracao=20/08/2013 17:19:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",24/08/2013 08:57:00,"Obs=Pedido 58233 cancelado
Estoque=29
DataProdAlteracao=21/08/2013 09:50:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",30/08/2013 10:41:00,"Obs=Pedido 58769 cancelado
Estoque=28
DataProdAlteracao=24/08/2013 08:57:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",30/08/2013 10:54:00,"Obs=Pedido 58858 cancelado
Estoque=29
DataProdAlteracao=30/08/2013 10:41:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",30/08/2013 13:57:00,"Obs=Pedido 59536 cancelado
Estoque=30
DataProdAlteracao=30/08/2013 10:54:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",06/09/2013 11:30:00,"Obs=Pedido 59514 cancelado
Estoque=30
DataProdAlteracao=30/08/2013 13:57:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",17/09/2013 08:45:00,"Obs=Pedido 61097 cancelado
Estoque=27
DataProdAlteracao=06/09/2013 11:30:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",04/10/2013 09:53:00,"Obs=Pedido 61923 cancelado
Estoque=21
DataProdAlteracao=17/09/2013 08:45:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",11/10/2013 10:04:00,"Obs=Pedido 62858 cancelado
Estoque=20
DataProdAlteracao=04/10/2013 09:53:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",18/10/2013 13:55:00,"Obs=Pedido 63941 cancelado
Estoque=15
DataProdAlteracao=11/10/2013 10:04:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",18/10/2013 14:05:00,"Obs=Pedido 63494 cancelado
Estoque=16
DataProdAlteracao=18/10/2013 13:55:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",25/10/2013 07:51:00,"Obs=Pedido 63561 cancelado
Estoque=18
DataProdAlteracao=18/10/2013 14:05:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",25/10/2013 07:53:00,"Obs=Pedido 63596 cancelado
Estoque=19
DataProdAlteracao=25/10/2013 07:51:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"alexia",04/11/2013 10:43:00,"Obs=
OrdemProd=0
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",08/11/2013 09:46:00,"Obs=Pedido 64947 cancelado
Estoque=8
DataProdAlteracao=04/11/2013 10:43:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",14/11/2013 11:02:00,"Obs=Pedido 65669 cancelado
Estoque=6
DataProdAlteracao=08/11/2013 09:46:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",14/11/2013 11:04:00,"Obs=Pedido 65364 cancelado
Estoque=13
DataProdAlteracao=14/11/2013 11:02:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",22/11/2013 10:04:00,"Obs=Pedido 66519 cancelado
Estoque=11
DataProdAlteracao=14/11/2013 11:04:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",22/11/2013 10:04:00,"Obs=Pedido 66483 cancelado
Estoque=12
DataProdAlteracao=22/11/2013 10:04:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",22/11/2013 10:06:00,"Obs=Pedido 66056 cancelado
Estoque=13
DataProdAlteracao=22/11/2013 10:04:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",22/11/2013 10:06:00,"Obs=Pedido 66150 cancelado
Estoque=14
DataProdAlteracao=22/11/2013 10:06:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",22/11/2013 10:08:00,"Obs=Pedido 66346 cancelado
Estoque=15
DataProdAlteracao=22/11/2013 10:06:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"camila",22/11/2013 11:56:00,"Obs=Pedido 67096 cancelado
Estoque=15
DataProdAlteracao=22/11/2013 10:08:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",29/11/2013 10:48:00,"Obs=Pedido 67053 cancelado
Estoque=8
DataProdAlteracao=22/11/2013 11:56:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",06/12/2013 09:33:00,"Obs=Pedido 67453 cancelado
Estoque=3
DataProdAlteracao=29/11/2013 10:48:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",06/12/2013 09:36:00,"Obs=Pedido 67624 cancelado
Estoque=5
DataProdAlteracao=06/12/2013 09:33:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",13/12/2013 10:44:00,"Obs=Pedido 68189 cancelado
Estoque=3
DataProdAlteracao=06/12/2013 09:36:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"elisa",13/12/2013 10:45:00,"Obs=Pedido 68245 cancelado
Estoque=4
DataProdAlteracao=13/12/2013 10:44:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",10/01/2014 10:42:00,"Obs=Pedido 69534 cancelado
Estoque=1
DataProdAlteracao=13/12/2013 10:45:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",17/01/2014 12:36:00,"Obs=Pedido 69932 cancelado
Estoque=0
DataProdAlteracao=13/01/2014 07:05:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",17/01/2014 12:38:00,"Obs=Pedido 70078 cancelado
Estoque=1
DataProdAlteracao=17/01/2014 12:36:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",17/01/2014 12:39:00,"Obs=Pedido 70144 cancelado
Estoque=2
DataProdAlteracao=17/01/2014 12:38:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"jessica",17/01/2014 13:34:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",07/02/2014 09:44:00,"Obs=Pedido 71163 cancelado
Estoque=0
DataProdAlteracao=01/02/2014 07:28:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",07/02/2014 09:45:00,"Obs=Pedido 71181 cancelado
Estoque=1
DataProdAlteracao=07/02/2014 09:44:00
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"ines",07/02/2014 10:51:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004051579","Anel Biju Fina",3976339,"adriana",14/02/2014 09:45:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"juliana",28/08/2013 10:32:00,"Obs=PN
F: Wj
Q: 24
Marlise contou, colocou código e Juliana cadastrou.
Foto: Renata
Novo"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",13/09/2013 11:04:00,"Obs=Pedido 60127 cancelado
Estoque=22
DataProdAlteracao=28/08/2013 10:33:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",19/09/2013 12:14:00,"Obs=Pedido 60561 cancelado
Estoque=21
DataProdAlteracao=13/09/2013 11:04:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",27/09/2013 14:33:00,"Obs=Pedido 61207 cancelado
Estoque=18
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",04/10/2013 09:52:00,"Obs=Pedido 61743 cancelado
Estoque=15
DataProdAlteracao=27/09/2013 14:33:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",11/10/2013 09:52:00,"Obs=Pedido 62616 cancelado
Estoque=14
DataProdAlteracao=04/10/2013 09:52:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",11/10/2013 09:57:00,"Obs=Pedido 62429 cancelado
Estoque=15
DataProdAlteracao=11/10/2013 09:52:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",18/10/2013 14:03:00,"Obs=Pedido 63033 cancelado
Estoque=8
DataProdAlteracao=11/10/2013 09:57:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",25/10/2013 07:53:00,"Obs=Pedido 63596 cancelado
Estoque=7
DataProdAlteracao=18/10/2013 14:03:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",25/10/2013 08:10:00,"Obs=Pedido 63977 cancelado
Estoque=8
DataProdAlteracao=25/10/2013 07:53:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"adriana",25/10/2013 08:14:00,"Obs=Pedido 63921 cancelado
Estoque=10
DataProdAlteracao=25/10/2013 08:10:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"alexia",04/11/2013 10:50:00,"Obs=
OrdemProd=0
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",29/11/2013 10:46:00,"Obs=Pedido 66625 cancelado
Estoque=1
DataProdAlteracao=04/11/2013 10:50:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",06/12/2013 09:33:00,"Obs=Pedido 67453 cancelado
Estoque=0
DataProdAlteracao=06/12/2013 07:05:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"alexia",06/12/2013 11:51:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",13/12/2013 10:44:00,"Obs=Pedido 68189 cancelado
Estoque=1
DataProdAlteracao=06/12/2013 11:51:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"elisa",20/12/2013 09:24:00,"Obs=Pedido 68711 cancelado
Estoque=1
DataProdAlteracao=13/12/2013 10:44:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"ines",03/01/2014 09:29:00,"Obs=Pedido 69376 cancelado
Estoque=0
DataProdAlteracao=26/12/2013 07:07:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"ines",03/01/2014 09:33:00,"Obs=Pedido 69374 cancelado
Estoque=1
DataProdAlteracao=03/01/2014 09:29:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"alexia",03/01/2014 11:55:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"ines",17/01/2014 12:42:00,"Obs=Pedido 69997 cancelado
Estoque=0
DataProdAlteracao=09/01/2014 07:08:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"alexia",17/01/2014 14:00:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"ines",31/01/2014 09:43:00,"Obs=Pedido 70751 cancelado
Estoque=0
DataProdAlteracao=22/01/2014 17:18:00
"
"Anéis Biju Fina","2270004052107","Anel Biju Fina",4062268,"alexia",31/01/2014 11:33:00,"Obs=
Disponivel=False
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"juliana",19/10/2013 09:27:00,"Obs=PN
F: Eterno
Q: 62
Marlise contou, colocou código e Juliana cadastrou.
Foto: Daiane
Novo"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",01/11/2013 09:34:00,"Obs=Pedido 64446 cancelado
Estoque=49
DataProdAlteracao=30/10/2013 16:12:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"alexia",04/11/2013 10:52:00,"Obs=
OrdemProd=0
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"ines",06/11/2013 14:04:00,"Obs=Pedido 65588 cancelado
Estoque=44
DataProdAlteracao=04/11/2013 10:52:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"adriana",08/11/2013 09:47:00,"Obs=Pedido 65012 cancelado
Estoque=40
DataProdAlteracao=06/11/2013 14:04:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"adriana",08/11/2013 09:48:00,"Obs=Pedido 65142 cancelado
Estoque=41
DataProdAlteracao=08/11/2013 09:47:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"adriana",08/11/2013 09:49:00,"Obs=Pedido 65196 cancelado
Estoque=44
DataProdAlteracao=08/11/2013 09:48:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:02:00,"Obs=Pedido 65675 cancelado
Estoque=30
DataProdAlteracao=08/11/2013 09:49:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:07:00,"Obs=Pedido 65546 cancelado
Estoque=31
DataProdAlteracao=14/11/2013 11:02:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:08:00,"Obs=Pedido 65593 cancelado
Estoque=32
DataProdAlteracao=14/11/2013 11:07:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:08:00,"Obs=Pedido 65693 cancelado
Estoque=33
DataProdAlteracao=14/11/2013 11:08:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:09:00,"Obs=Pedido 65761 cancelado
Estoque=34
DataProdAlteracao=14/11/2013 11:08:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",14/11/2013 11:10:00,"Obs=Pedido 65925 cancelado
Estoque=35
DataProdAlteracao=14/11/2013 11:09:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:01:00,"Obs=Pedido 66043 cancelado
Estoque=18
DataProdAlteracao=14/11/2013 11:10:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:02:00,"Obs=Pedido 66264 cancelado
Estoque=19
DataProdAlteracao=22/11/2013 10:01:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:03:00,"Obs=Pedido 66337 cancelado
Estoque=20
DataProdAlteracao=22/11/2013 10:02:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:04:00,"Obs=Pedido 66591 cancelado
Estoque=21
DataProdAlteracao=22/11/2013 10:03:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:06:00,"Obs=Pedido 66056 cancelado
Estoque=22
DataProdAlteracao=22/11/2013 10:04:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:06:00,"Obs=Pedido 66049 cancelado
Estoque=23
DataProdAlteracao=22/11/2013 10:06:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:07:00,"Obs=Pedido 66248 cancelado
Estoque=24
DataProdAlteracao=22/11/2013 10:06:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:09:00,"Obs=Pedido 66476 cancelado
Estoque=27
DataProdAlteracao=22/11/2013 10:07:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:09:00,"Obs=Pedido 66451 cancelado
Estoque=28
DataProdAlteracao=22/11/2013 10:09:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"elisa",22/11/2013 10:11:00,"Obs=Pedido 66605 cancelado
Estoque=29
DataProdAlteracao=22/11/2013 10:09:00
"
"Anéis Biju Fina","2270004052569","Anel Biju Fina",4133969,"camila",22/11/2013 11:56:00,"Obs=Pedido 67096 cancelado
Estoque=29
DataProdAlteracao=22/11/2013 10:11:00
"
